:Item Number,PriceA,PriceB,PriceC,PriceD,PriceE,PriceF,PriceWD,CorePrice
323-1158,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1159,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1160,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1161,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1162,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1163,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1164,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1165,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1166,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1167,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1168,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1169,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1170,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1171,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1172,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1173,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1174,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1175,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1176,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1177,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1178,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1179,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1180,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1181,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1182,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1183,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1184,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1185,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1186,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1187,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1188,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1189,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1190,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1191,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1192,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1193,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1194,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1195,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1196,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1197,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1198,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1199,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1200,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1201,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1202,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1203,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1204,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1205,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1206,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1207,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1208,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1209,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1210,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1211,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1212,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1213,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1214,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1215,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1216,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1217,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1218,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1219,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1220,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1221,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1222,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1223,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1224,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1225,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1226,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1227,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1228,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1229,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1230,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1231,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1232,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1233,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1234,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1235,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1236,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1237,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1238,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1239,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1240,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1241,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1242,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1243,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1244,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1245,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1246,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1247,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1248,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1249,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1250,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1251,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1252,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1253,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1254,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1255,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1256,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1257,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1258,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1259,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1260,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1261,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1262,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1263,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1264,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1265,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1266,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1267,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1268,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1269,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1270,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1271,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1272,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1273,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1274,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1275,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1276,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1277,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1278,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1279,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1280,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1281,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1282,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1283,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1284,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1285,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1286,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1287,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1288,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1289,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1290,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1291,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1292,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1293,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1294,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1295,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1296,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1297,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1298,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1299,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1300,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1301,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1302,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1303,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1304,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1305,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1306,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1307,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1308,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1309,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1310,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1311,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1312,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1313,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1314,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1315,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1316,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1317,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1318,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1319,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1320,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1321,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1322,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1323,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1324,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1325,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1326,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1327,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1328,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1329,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1330,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1331,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1332,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1333,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1334,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1335,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1336,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1337,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1338,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1339,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1340,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1341,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1342,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1343,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1344,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1345,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1346,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1347,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1348,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1349,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1350,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1351,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1352,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1353,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1354,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1355,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1356,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1357,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1358,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1359,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1360,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1361,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1362,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1363,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1364,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1365,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1366,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1367,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1368,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1369,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1370,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1371,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1372,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1373,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1374,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1375,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1376,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1377,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1378,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1379,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1380,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1381,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1382,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1383,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1384,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1385,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1386,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1387,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1388,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1389,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1390,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1391,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1392,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1393,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1394,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1395,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1396,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1397,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1398,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1399,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1400,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1401,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1402,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1403,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1404,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1405,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1406,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1407,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1408,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1409,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1410,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1411,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1412,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1413,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1414,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1415,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1416,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1417,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1418,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1419,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1420,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1421,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1422,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1423,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1424,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1425,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1426,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1427,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1428,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1429,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
